#Time Stamp,seconds since epoch,Input A,Input B,Input C,Input D1,Input D2,Pressure
Wed Mar 15 03:28:43 2017,1489573723.599265,+296.101,+296.122,+294.895,+295.801,+296.887,2.100E-3
Wed Mar 15 03:28:45 2017,1489573725.101764,+296.101,+296.122,+294.895,+295.801,+296.887,2.110E-3
Wed Mar 15 03:28:46 2017,1489573726.604385,+296.101,+296.122,+294.895,+295.801,+296.887,2.110E-3
Wed Mar 15 03:28:48 2017,1489573728.106967,+296.101,+296.122,+294.895,+295.801,+296.887,2.100E-3
Wed Mar 15 03:28:49 2017,1489573729.609551,+296.101,+296.122,+294.895,+295.801,+296.887,2.110E-3
Wed Mar 15 03:28:51 2017,1489573731.112173,+296.101,+296.122,+294.895,+295.801,+296.887,2.110E-3
Wed Mar 15 03:28:52 2017,1489573732.614024,+296.101,+296.122,+294.895,+295.801,+296.887,2.110E-3
Wed Mar 15 03:28:54 2017,1489573734.116587,+296.101,+296.122,+294.895,+295.800,+296.887,2.110E-3
Wed Mar 15 03:28:55 2017,1489573735.619165,+296.101,+296.122,+294.895,+295.801,+296.887,2.110E-3
Wed Mar 15 03:28:57 2017,1489573737.121805,+296.101,+296.122,+294.895,+295.801,+296.887,2.110E-3
Wed Mar 15 03:28:58 2017,1489573738.624395,+296.101,+296.122,+294.895,+295.801,+296.887,2.100E-3
Wed Mar 15 03:29:00 2017,1489573740.126995,+296.101,+296.122,+294.895,+295.801,+296.887,2.110E-3
Wed Mar 15 03:29:01 2017,1489573741.629605,+296.101,+296.122,+294.895,+295.801,+296.887,2.110E-3
Wed Mar 15 03:29:03 2017,1489573743.132267,+296.100,+296.122,+294.895,+295.801,+296.887,2.100E-3
Wed Mar 15 03:29:04 2017,1489573744.63484,+296.100,+296.122,+294.895,+295.801,+296.887,2.110E-3
Wed Mar 15 03:29:06 2017,1489573746.137362,+296.101,+296.121,+294.895,+295.801,+296.887,2.110E-3
Wed Mar 15 03:29:07 2017,1489573747.639947,+296.101,+296.122,+294.895,+295.800,+296.887,2.100E-3
Wed Mar 15 03:29:09 2017,1489573749.142576,+296.101,+296.122,+294.895,+295.801,+296.887,2.100E-3
Wed Mar 15 03:29:10 2017,1489573750.645188,+296.101,+296.122,+294.895,+295.801,+296.887,2.110E-3
Wed Mar 15 03:29:12 2017,1489573752.147393,+296.101,+296.122,+294.895,+295.801,+296.887,2.110E-3
Wed Mar 15 03:29:13 2017,1489573753.649937,+296.101,+296.122,+294.895,+295.801,+296.887,2.100E-3
Wed Mar 15 03:29:15 2017,1489573755.152534,+296.101,+296.122,+294.895,+295.801,+296.887,2.110E-3
Wed Mar 15 03:29:16 2017,1489573756.655109,+296.102,+296.122,+294.895,+295.801,+296.887,2.100E-3
Wed Mar 15 03:29:18 2017,1489573758.157699,+296.101,+296.122,+294.895,+295.801,+296.887,2.100E-3
Wed Mar 15 03:29:19 2017,1489573759.660289,+296.102,+296.122,+294.895,+295.801,+296.887,2.110E-3
Wed Mar 15 03:29:21 2017,1489573761.162851,+296.102,+296.122,+294.895,+295.801,+296.887,2.110E-3
Wed Mar 15 03:29:22 2017,1489573762.665402,+296.101,+296.122,+294.895,+295.801,+296.887,2.100E-3
Wed Mar 15 03:29:24 2017,1489573764.167929,+296.101,+296.122,+294.895,+295.801,+296.887,2.100E-3
Wed Mar 15 03:29:25 2017,1489573765.670478,+296.101,+296.122,+294.895,+295.801,+296.887,2.110E-3
Wed Mar 15 03:29:27 2017,1489573767.173045,+296.101,+296.122,+294.895,+295.801,+296.887,2.100E-3
Wed Mar 15 03:29:28 2017,1489573768.675612,+296.101,+296.122,+294.895,+295.801,+296.887,2.100E-3
Wed Mar 15 03:29:30 2017,1489573770.178204,+296.102,+296.122,+294.895,+295.801,+296.887,2.110E-3
Wed Mar 15 03:29:31 2017,1489573771.68083,+296.102,+296.122,+294.895,+295.801,+296.887,2.100E-3
Wed Mar 15 03:29:33 2017,1489573773.183354,+296.102,+296.122,+294.895,+295.801,+296.887,2.100E-3
Wed Mar 15 03:29:34 2017,1489573774.685922,+296.102,+296.122,+294.895,+295.801,+296.887,2.110E-3
Wed Mar 15 03:29:36 2017,1489573776.188521,+296.102,+296.122,+294.895,+295.801,+296.887,2.100E-3
Wed Mar 15 03:29:37 2017,1489573777.691221,+296.102,+296.122,+294.895,+295.802,+296.887,2.100E-3
Wed Mar 15 03:29:39 2017,1489573779.193806,+296.101,+296.122,+294.895,+295.802,+296.887,2.100E-3
Wed Mar 15 03:29:40 2017,1489573780.696289,+296.102,+296.122,+294.895,+295.802,+296.887,2.100E-3
Wed Mar 15 03:29:42 2017,1489573782.198826,+296.102,+296.122,+294.895,+295.801,+296.887,2.100E-3
Wed Mar 15 03:29:43 2017,1489573783.70135,+296.102,+296.122,+294.895,+295.801,+296.887,2.100E-3
Wed Mar 15 03:29:45 2017,1489573785.203911,+296.102,+296.122,+294.895,+295.801,+296.887,2.100E-3
Wed Mar 15 03:29:46 2017,1489573786.706473,+296.101,+296.122,+294.895,+295.801,+296.887,2.100E-3
Wed Mar 15 03:29:48 2017,1489573788.209073,+296.102,+296.122,+294.895,+295.802,+296.887,2.090E-3
Wed Mar 15 03:29:49 2017,1489573789.711671,+296.102,+296.122,+294.895,+295.801,+296.887,2.100E-3
Wed Mar 15 03:29:51 2017,1489573791.214229,+296.102,+296.122,+294.895,+295.801,+296.887,2.100E-3
Wed Mar 15 03:29:52 2017,1489573792.716755,+296.102,+296.122,+294.895,+295.801,+296.887,2.100E-3
Wed Mar 15 03:29:54 2017,1489573794.219346,+296.102,+296.122,+294.896,+295.801,+296.887,2.100E-3
Wed Mar 15 03:29:55 2017,1489573795.721899,+296.102,+296.122,+294.896,+295.801,+296.887,2.100E-3
Wed Mar 15 03:29:57 2017,1489573797.224429,+296.102,+296.122,+294.896,+295.801,+296.887,2.090E-3
Wed Mar 15 03:29:58 2017,1489573798.727001,+296.102,+296.122,+294.896,+295.801,+296.887,2.100E-3
Wed Mar 15 03:30:00 2017,1489573800.229553,+296.102,+296.122,+294.896,+295.802,+296.887,2.100E-3
Wed Mar 15 03:30:01 2017,1489573801.732119,+296.102,+296.123,+294.896,+295.801,+296.887,2.100E-3
Wed Mar 15 03:30:03 2017,1489573803.234664,+296.102,+296.123,+294.896,+295.801,+296.887,2.100E-3
Wed Mar 15 03:30:04 2017,1489573804.73722,+296.102,+296.122,+294.896,+295.802,+296.887,2.090E-3
Wed Mar 15 03:30:06 2017,1489573806.239877,+296.102,+296.123,+294.896,+295.801,+296.887,2.100E-3
Wed Mar 15 03:30:07 2017,1489573807.742447,+296.102,+296.123,+294.895,+295.802,+296.887,2.100E-3
Wed Mar 15 03:30:09 2017,1489573809.245071,+296.101,+296.123,+294.896,+295.802,+296.887,2.090E-3
Wed Mar 15 03:30:10 2017,1489573810.747682,+296.101,+296.123,+294.895,+295.802,+296.887,2.090E-3
Wed Mar 15 03:30:12 2017,1489573812.250263,+296.101,+296.123,+294.895,+295.802,+296.887,2.100E-3
Wed Mar 15 03:30:13 2017,1489573813.75285,+296.102,+296.123,+294.896,+295.802,+296.887,2.100E-3
Wed Mar 15 03:30:15 2017,1489573815.255423,+296.102,+296.123,+294.896,+295.802,+296.887,2.090E-3
Wed Mar 15 03:30:16 2017,1489573816.758043,+296.102,+296.123,+294.896,+295.802,+296.887,2.100E-3
Wed Mar 15 03:30:18 2017,1489573818.260686,+296.102,+296.123,+294.895,+295.802,+296.887,2.100E-3
Wed Mar 15 03:30:19 2017,1489573819.763282,+296.102,+296.122,+294.896,+295.802,+296.887,2.090E-3
Wed Mar 15 03:30:21 2017,1489573821.26588,+296.102,+296.122,+294.896,+295.802,+296.887,2.090E-3
Wed Mar 15 03:30:22 2017,1489573822.768448,+296.102,+296.123,+294.896,+295.802,+296.887,2.100E-3
Wed Mar 15 03:30:24 2017,1489573824.27105,+296.102,+296.123,+294.896,+295.802,+296.887,2.090E-3
Wed Mar 15 03:30:25 2017,1489573825.773639,+296.103,+296.123,+294.896,+295.802,+296.887,2.090E-3
Wed Mar 15 03:30:27 2017,1489573827.276232,+296.102,+296.123,+294.896,+295.802,+296.887,2.100E-3
Wed Mar 15 03:30:28 2017,1489573828.778805,+296.102,+296.122,+294.896,+295.802,+296.887,2.100E-3
Wed Mar 15 03:30:30 2017,1489573830.281422,+296.103,+296.123,+294.896,+295.802,+296.887,2.090E-3
Wed Mar 15 03:30:31 2017,1489573831.783979,+296.102,+296.123,+294.896,+295.802,+296.887,2.100E-3
Wed Mar 15 03:30:33 2017,1489573833.28658,+296.102,+296.123,+294.896,+295.802,+296.887,2.090E-3
Wed Mar 15 03:30:34 2017,1489573834.78915,+296.102,+296.123,+294.896,+295.802,+296.887,2.090E-3
Wed Mar 15 03:30:36 2017,1489573836.291774,+296.102,+296.123,+294.896,+295.802,+296.887,2.090E-3
Wed Mar 15 03:30:37 2017,1489573837.794437,+296.102,+296.123,+294.896,+295.802,+296.887,2.100E-3
Wed Mar 15 03:30:39 2017,1489573839.296966,+296.102,+296.123,+294.896,+295.802,+296.887,2.090E-3
Wed Mar 15 03:30:40 2017,1489573840.799533,+296.102,+296.123,+294.896,+295.802,+296.887,2.090E-3
Wed Mar 15 03:30:42 2017,1489573842.302108,+296.102,+296.123,+294.896,+295.802,+296.887,2.100E-3
Wed Mar 15 03:30:43 2017,1489573843.80471,+296.102,+296.123,+294.896,+295.802,+296.887,2.090E-3
Wed Mar 15 03:30:45 2017,1489573845.307236,+296.102,+296.123,+294.896,+295.802,+296.887,2.090E-3
Wed Mar 15 03:30:46 2017,1489573846.809876,+296.102,+296.123,+294.896,+295.802,+296.887,2.100E-3
Wed Mar 15 03:30:48 2017,1489573848.312463,+296.102,+296.123,+294.896,+295.802,+296.887,2.090E-3
Wed Mar 15 03:30:49 2017,1489573849.815025,+296.102,+296.123,+294.896,+295.802,+296.887,2.080E-3
Wed Mar 15 03:30:51 2017,1489573851.317604,+296.102,+296.123,+294.897,+295.802,+296.887,2.090E-3
Wed Mar 15 03:30:52 2017,1489573852.820231,+296.102,+296.123,+294.896,+295.802,+296.887,2.090E-3
Wed Mar 15 03:30:54 2017,1489573854.322689,+296.102,+296.123,+294.896,+295.802,+296.887,2.080E-3
Wed Mar 15 03:30:55 2017,1489573855.825277,+296.102,+296.123,+294.896,+295.802,+296.887,2.090E-3
Wed Mar 15 03:30:57 2017,1489573857.327864,+296.102,+296.123,+294.897,+295.802,+296.887,2.090E-3
Wed Mar 15 03:30:58 2017,1489573858.830403,+296.102,+296.123,+294.896,+295.802,+296.887,2.080E-3
Wed Mar 15 03:31:00 2017,1489573860.33295,+296.103,+296.122,+294.897,+295.802,+296.888,2.090E-3
Wed Mar 15 03:31:01 2017,1489573861.835494,+296.102,+296.123,+294.897,+295.802,+296.888,2.100E-3
Wed Mar 15 03:31:03 2017,1489573863.338062,+296.102,+296.123,+294.897,+295.802,+296.888,2.090E-3
Wed Mar 15 03:31:04 2017,1489573864.840667,+296.103,+296.123,+294.897,+295.802,+296.888,2.090E-3
Wed Mar 15 03:31:06 2017,1489573866.343255,+296.102,+296.123,+294.897,+295.802,+296.888,2.100E-3
Wed Mar 15 03:31:07 2017,1489573867.845779,+296.103,+296.123,+294.896,+295.802,+296.888,2.090E-3
Wed Mar 15 03:31:09 2017,1489573869.348288,+296.103,+296.123,+294.896,+295.802,+296.888,2.080E-3
Wed Mar 15 03:31:10 2017,1489573870.850892,+296.103,+296.123,+294.896,+295.802,+296.888,2.090E-3
Wed Mar 15 03:31:12 2017,1489573872.353473,+296.102,+296.123,+294.896,+295.802,+296.888,2.090E-3
Wed Mar 15 03:31:13 2017,1489573873.856059,+296.102,+296.123,+294.896,+295.802,+296.888,2.080E-3
Wed Mar 15 03:31:15 2017,1489573875.358648,+296.102,+296.123,+294.896,+295.802,+296.888,2.100E-3
Wed Mar 15 03:31:16 2017,1489573876.861248,+296.102,+296.123,+294.896,+295.803,+296.888,2.090E-3
Wed Mar 15 03:31:18 2017,1489573878.363823,+296.102,+296.123,+294.896,+295.802,+296.888,2.090E-3
Wed Mar 15 03:31:19 2017,1489573879.866353,+296.102,+296.123,+294.896,+295.802,+296.888,2.100E-3
Wed Mar 15 03:31:21 2017,1489573881.368867,+296.102,+296.123,+294.896,+295.802,+296.888,2.090E-3
Wed Mar 15 03:31:22 2017,1489573882.871453,+296.102,+296.123,+294.896,+295.802,+296.888,2.090E-3
Wed Mar 15 03:31:24 2017,1489573884.374042,+296.102,+296.123,+294.896,+295.802,+296.888,2.100E-3
Wed Mar 15 03:31:25 2017,1489573885.876644,+296.102,+296.123,+294.896,+295.802,+296.888,2.080E-3
Wed Mar 15 03:31:27 2017,1489573887.379193,+296.103,+296.123,+294.896,+295.804,+296.888,2.090E-3
Wed Mar 15 03:31:28 2017,1489573888.881787,+296.102,+296.123,+294.896,+295.803,+296.888,2.090E-3
Wed Mar 15 03:31:30 2017,1489573890.384386,+296.102,+296.123,+294.896,+295.803,+296.888,2.090E-3
Wed Mar 15 03:31:31 2017,1489573891.887014,+296.102,+296.123,+294.896,+295.803,+296.888,2.080E-3
Wed Mar 15 03:31:33 2017,1489573893.38959,+296.102,+296.123,+294.896,+295.803,+296.888,2.090E-3
Wed Mar 15 03:31:34 2017,1489573894.892191,+296.102,+296.123,+294.896,+295.802,+296.888,2.090E-3
Wed Mar 15 03:31:36 2017,1489573896.39478,+296.102,+296.123,+294.896,+295.803,+296.888,2.090E-3
Wed Mar 15 03:31:37 2017,1489573897.897375,+296.102,+296.123,+294.896,+295.802,+296.888,2.090E-3
Wed Mar 15 03:31:39 2017,1489573899.399951,+296.102,+296.123,+294.896,+295.802,+296.888,2.080E-3
Wed Mar 15 03:31:40 2017,1489573900.902514,+296.103,+296.123,+294.896,+295.802,+296.888,2.090E-3
Wed Mar 15 03:31:42 2017,1489573902.405101,+296.103,+296.123,+294.896,+295.802,+296.888,2.090E-3
Wed Mar 15 03:31:43 2017,1489573903.907668,+296.103,+296.123,+294.897,+295.802,+296.888,2.080E-3
Wed Mar 15 03:31:45 2017,1489573905.410193,+296.103,+296.123,+294.897,+295.803,+296.888,2.080E-3
Wed Mar 15 03:31:46 2017,1489573906.912765,+296.103,+296.123,+294.897,+295.803,+296.888,2.090E-3
Wed Mar 15 03:31:48 2017,1489573908.415328,+296.103,+296.123,+294.897,+295.803,+296.888,2.080E-3
Wed Mar 15 03:31:49 2017,1489573909.917879,+296.103,+296.123,+294.897,+295.803,+296.888,2.080E-3
Wed Mar 15 03:31:51 2017,1489573911.420456,+296.103,+296.123,+294.897,+295.803,+296.888,2.090E-3
Wed Mar 15 03:31:52 2017,1489573912.922997,+296.103,+296.123,+294.897,+295.803,+296.888,2.090E-3
Wed Mar 15 03:31:54 2017,1489573914.425564,+296.103,+296.123,+294.896,+295.803,+296.888,2.080E-3
Wed Mar 15 03:31:55 2017,1489573915.928107,+296.103,+296.123,+294.896,+295.803,+296.888,2.090E-3
Wed Mar 15 03:31:57 2017,1489573917.43066,+296.103,+296.124,+294.896,+295.803,+296.888,2.090E-3
Wed Mar 15 03:31:58 2017,1489573918.933249,+296.103,+296.124,+294.896,+295.803,+296.888,2.080E-3
Wed Mar 15 03:32:00 2017,1489573920.43582,+296.103,+296.123,+294.897,+295.803,+296.888,2.080E-3
Wed Mar 15 03:32:01 2017,1489573921.938416,+296.103,+296.123,+294.897,+295.803,+296.888,2.080E-3
Wed Mar 15 03:32:03 2017,1489573923.44101,+296.103,+296.124,+294.896,+295.803,+296.888,2.080E-3
Wed Mar 15 03:32:04 2017,1489573924.943594,+296.103,+296.124,+294.896,+295.803,+296.888,2.080E-3
Wed Mar 15 03:32:06 2017,1489573926.446156,+296.103,+296.124,+294.896,+295.803,+296.888,2.080E-3
Wed Mar 15 03:32:07 2017,1489573927.94871,+296.103,+296.124,+294.897,+295.803,+296.888,2.080E-3
Wed Mar 15 03:32:09 2017,1489573929.451265,+296.102,+296.124,+294.897,+295.803,+296.888,2.080E-3
Wed Mar 15 03:32:10 2017,1489573930.953843,+296.102,+296.124,+294.896,+295.803,+296.888,2.080E-3
Wed Mar 15 03:32:12 2017,1489573932.456314,+296.103,+296.124,+294.896,+295.803,+296.888,2.080E-3
Wed Mar 15 03:32:13 2017,1489573933.958867,+296.102,+296.124,+294.896,+295.803,+296.888,2.080E-3
Wed Mar 15 03:32:15 2017,1489573935.461434,+296.103,+296.124,+294.896,+295.803,+296.888,2.080E-3
